hn_id,timepoint,component,stage,filename,url,selected_for_frozen_pair_set
HN28,pre,matrix,matrix,GSE288199_HN28_pre_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN28_pre_T_matrix.mtx.gz,True
HN32,post,barcodes,metadata,GSE288199_HN32_post_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_post_T_barcodes.tsv.gz,True
HN32,post,features,metadata,GSE288199_HN32_post_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_post_T_features.tsv.gz,True
HN32,post,matrix,matrix,GSE288199_HN32_post_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_post_T_matrix.mtx.gz,True
HN32,pre,barcodes,metadata,GSE288199_HN32_pre_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_pre_T_barcodes.tsv.gz,True
HN32,pre,features,metadata,GSE288199_HN32_pre_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_pre_T_features.tsv.gz,True
HN32,pre,matrix,matrix,GSE288199_HN32_pre_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN32_pre_T_matrix.mtx.gz,True
HN33,post,barcodes,metadata,GSE288199_HN33_post_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_post_T_barcodes.tsv.gz,True
HN33,post,features,metadata,GSE288199_HN33_post_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_post_T_features.tsv.gz,True
HN33,post,matrix,matrix,GSE288199_HN33_post_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_post_T_matrix.mtx.gz,True
HN33,pre,barcodes,metadata,GSE288199_HN33_pre_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_pre_T_barcodes.tsv.gz,True
HN33,pre,features,metadata,GSE288199_HN33_pre_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_pre_T_features.tsv.gz,True
HN33,pre,matrix,matrix,GSE288199_HN33_pre_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN33_pre_T_matrix.mtx.gz,True
HN34,post,barcodes,metadata,GSE288199_HN34_post_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_post_T_barcodes.tsv.gz,True
HN34,post,features,metadata,GSE288199_HN34_post_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_post_T_features.tsv.gz,True
HN34,post,matrix,matrix,GSE288199_HN34_post_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_post_T_matrix.mtx.gz,True
HN34,pre,barcodes,metadata,GSE288199_HN34_pre_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_pre_T_barcodes.tsv.gz,True
HN34,pre,features,metadata,GSE288199_HN34_pre_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_pre_T_features.tsv.gz,True
HN34,pre,matrix,matrix,GSE288199_HN34_pre_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN34_pre_T_matrix.mtx.gz,True
HN35,post,barcodes,metadata,GSE288199_HN35_post_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_post_T_barcodes.tsv.gz,True
HN35,post,features,metadata,GSE288199_HN35_post_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_post_T_features.tsv.gz,True
HN35,post,matrix,matrix,GSE288199_HN35_post_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_post_T_matrix.mtx.gz,True
HN35,pre,barcodes,metadata,GSE288199_HN35_pre_T_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_pre_T_barcodes.tsv.gz,True
HN35,pre,features,metadata,GSE288199_HN35_pre_T_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_pre_T_features.tsv.gz,True
HN35,pre,matrix,matrix,GSE288199_HN35_pre_T_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288199/suppl/GSE288199_HN35_pre_T_matrix.mtx.gz,True
